id,title,release_year,country,duration,language,certification,gross,budget
2902,The Diving Bell and the Butterfly,2007,France,112,French,PG-13,5990075,NA
2903,The Game Plan,2007,USA,110,English,PG,90636983,22e6
2904,The Golden Compass,2007,USA,113,English,PG-13,70083519,18e7
2905,The Good Night,2007,USA,93,English,R,20380,15e6
2906,The Great Debaters,2007,USA,126,English,PG-13,30226144,15e6
2907,The Hammer,2007,USA,88,English,R,442638,85e4
2908,The Hills Have Eyes II,2007,USA,89,English,R,20801344,15e6
2909,The Hunting Party,2007,USA,101,English,R,876671,25e6
2910,The Invasion,2007,USA,99,English,PG-13,15071514,8e7
2911,The Kingdom,2007,USA,110,English,R,47456450,7e7
2912,The Kite Runner,2007,USA,128,Dari,PG-13,15797907,2e7
2913,The Last Legion,2007,UK,102,English,PG-13,5932060,35e6
2914,The Last Sin Eater,2007,USA,117,English,PG-13,379643,22e5
2915,The Legend of God's Gun,2007,USA,78,English,R,243768,3e4
2916,The Life Before Her Eyes,2007,USA,90,English,R,303439,8e6
2917,The Living Wake,2007,USA,91,English,PG-13,12055,5e5
2918,The Man from Earth,2007,USA,87,English,Not Rated,NA,2e5
2919,The Mist,2007,USA,126,English,R,25592632,18e6
2920,The Number 23,2007,USA,98,English,R,35063732,32e6
2921,The Orphanage,2007,Spain,105,Spanish,R,7159147,34e5
2922,The Reaping,2007,USA,99,English,R,25117498,4e7
2923,The Savages,2007,USA,114,English,R,6610326,NA
2924,The Simpsons Movie,2007,USA,87,English,PG-13,183132370,75e6
2925,The Ten,2007,USA,96,English,R,766487,525e4
2926,The Touch,2007,USA,7,English,NA,NA,13e3
2927,The Warlords,2007,Hong Kong,113,Mandarin,R,128978,4e7
2928,There Will Be Blood,2007,USA,158,English,R,40218903,25e6
2929,Things We Lost in the Fire,2007,USA,118,English,R,2849142,16e6
2930,This Christmas,2007,USA,117,English,PG-13,49121934,13e6
2931,Timber Falls,2007,USA,100,English,R,NA,26e5
2932,Timecrimes,2007,Spain,66,Spanish,R,38108,26e5
2933,Tin Can Man,2007,Ireland,83,English,NA,NA,1e4
2934,TMNT,2007,Hong Kong,87,English,PG,54132596,34e6
2935,Trade,2007,Germany,120,English,R,214202,12e6
2936,Transformers,2007,USA,144,English,PG-13,318759914,15e7
2937,U2 3D,2007,USA,85,English,G,10353690,NA
2938,Under the Same Moon,2007,Mexico,106,Spanish,PG-13,12589108,NA
2939,Virgin Territory,2007,Italy,97,English,R,NA,38e6
2940,Waitress,2007,USA,108,English,PG-13,19067631,2e6
2941,Walk Hard: The Dewey Cox Story,2007,USA,120,English,R,18317151,35e6
2942,War,2007,USA,103,English,R,22466994,25e6
2943,We Own the Night,2007,USA,117,English,R,28563179,21e6
2944,When Did You Last See Your Father?,2007,UK,92,English,PG-13,1071240,8e6
2945,White Noise 2: The Light,2007,USA,99,English,PG-13,NA,1e7
2946,Who's Your Caddy?,2007,USA,93,English,PG-13,5694308,7e6
2947,Why Did I Get Married?,2007,USA,113,English,PG-13,55184721,15e6
2948,Wild Hogs,2007,USA,100,English,PG-13,168213584,NA
2949,You Kill Me,2007,USA,93,English,R,2426851,4e6
2950,Zodiac,2007,USA,162,English,R,33048353,65e6
2951,21,2008,USA,123,English,PG-13,81159365,35e6
2952,27 Dresses,2008,USA,111,English,PG-13,76806312,3e7
2953,Adam Resurrected,2008,Germany,106,English,R,NA,1e7
2954,An American Carol,2008,USA,83,English,PG-13,7001720,12e6
2955,Appaloosa,2008,USA,115,English,R,20207003,NA
2956,Asterix at the Olympic Games,2008,France,116,French,NA,NA,78e6
2957,Australia,2008,Australia,165,English,PG-13,49551662,13e7
2958,Baby Mama,2008,USA,99,English,PG-13,60269340,3e7
2959,Babylon A.D.,2008,France,101,English,PG-13,22531698,7e7
2960,Baghead,2008,USA,84,English,R,140016,NA
2961,Bangkok Dangerous,2008,USA,99,English,R,15279680,4e7
2962,Bathory: Countess of Blood,2008,Slovakia,141,English,R,NA,NA
2963,Be Kind Rewind,2008,UK,102,English,PG-13,11169531,2e7
2964,Bedtime Stories,2008,USA,99,English,PG,109993847,8e7
2965,Beverly Hills Chihuahua,2008,USA,91,English,PG,94497271,2e7
2966,Blindness,2008,Canada,121,English,R,3073392,25e6
2967,Body of Lies,2008,USA,128,English,R,39380442,7e7
2968,Bolt,2008,USA,96,English,PG,114053579,15e7
2969,Bottle Shock,2008,USA,110,English,PG-13,4040588,5e6
2970,Bronson,2008,UK,92,English,R,104792,NA
2971,Burn After Reading,2008,USA,96,English,R,60338891,37e6
2972,Cadillac Records,2008,USA,109,English,R,8134217,12e6
2973,Call + Response,2008,USA,86,English,PG-13,215185,2e5
2974,Changeling,2008,USA,141,English,R,35707327,55e6
2975,Childless,2008,USA,90,English,R,NA,1e6
2976,Choke,2008,USA,92,English,R,2926565,3e6
2977,City of Ember,2008,USA,90,English,PG,7871693,55e6
2978,CJ7,2008,Hong Kong,86,Cantonese,PG,206678,NA
2979,Cloverfield,2008,USA,85,English,PG-13,80034302,25e6
2980,College,2008,USA,94,English,R,4693919,65e5
2981,Death Race,2008,USA,111,English,R,36064910,45e6
2982,"Definitely, Maybe",2008,Germany,112,English,PG-13,31973840,NA
2983,Delgo,2008,USA,94,English,PG,511920,4e7
2984,Disaster Movie,2008,USA,88,English,PG-13,14174654,25e6
2985,Dolphins and Whales 3D: Tribes of the Ocean,2008,UK,42,English,NA,7518876,6e6
2986,Donkey Punch,2008,UK,99,English,R,18378,9e5
2987,Doomsday,2008,UK,113,English,R,10955425,3e7
2988,Doubt,2008,USA,104,English,PG-13,33422556,2e7
2989,Dragon Hunters,2008,France,80,French,PG,NA,11e6
2990,Drillbit Taylor,2008,USA,102,English,PG-13,32853640,4e7
2991,Eagle Eye,2008,USA,118,English,PG-13,101111837,8e7
2992,Easy Virtue,2008,UK,97,English,PG-13,2656324,NA
2993,Eden Lake,2008,UK,91,English,R,5824,NA
2994,Extreme Movie,2008,USA,76,English,R,NA,NA
2995,Fifty Dead Men Walking,2008,UK,117,English,R,NA,6e6
2996,Fireproof,2008,USA,122,English,PG,33451479,5e5
2997,Flame and Citron,2008,Denmark,45,Danish,Not Rated,145109,45e6
2998,Flash of Genius,2008,USA,119,English,PG-13,4234040,2e7
2999,"Food, Inc.",2008,USA,94,English,PG,4417124,NA
3000,Fool's Gold,2008,USA,112,English,PG-13,70224196,7e7
3001,Forgetting Sarah Marshall,2008,USA,118,English,R,62877175,3e7
3002,Four Christmases,2008,Germany,88,English,PG-13,120136047,8e7
3003,Free Style,2008,Canada,94,English,PG,140987,NA
3004,Frost/Nixon,2008,USA,122,English,R,18593156,35e6
3005,Frozen River,2008,USA,97,English,R,2508841,1e6
3006,Fuel,2008,USA,112,English,Not Rated,173783,25e5
3007,Gangster's Paradise: Jerusalema,2008,South Africa,119,English,R,4958,2e6
3008,Get Smart,2008,USA,110,English,PG-13,130313314,8e7
3009,Ghost Town,2008,USA,102,English,PG-13,13214030,2e7
3010,Good,2008,UK,92,English,R,23091,15e6
3011,Good Dick,2008,USA,86,English,R,15542,NA
3012,Gran Torino,2008,USA,116,English,R,148085755,33e6
3013,Hamlet 2,2008,USA,92,English,R,4881867,9e6
3014,Hancock,2008,USA,102,English,PG-13,227946274,15e7
3015,Harold & Kumar Escape from Guantanamo Bay,2008,USA,102,English,R,38087366,12e6
3016,Harrison Montgomery,2008,USA,95,English,NA,NA,85e4
3017,Hellboy II: The Golden Army,2008,USA,120,English,PG-13,75754670,85e6
3018,High School Musical 3: Senior Year,2008,USA,112,English,G,90556401,11e6
3019,How to Lose Friends & Alienate People,2008,UK,110,English,R,2775593,27e6
3020,Impact Point,2008,USA,90,English,R,NA,22e5
3021,In Bruges,2008,UK,107,English,R,7757130,15e6
3022,Indiana Jones and the Kingdom of the Crystal Skull,2008,USA,122,English,PG-13,317011114,185e6
3023,Inkheart,2008,Germany,106,English,PG,17281832,6e7
3024,Iron Man,2008,USA,126,English,PG-13,318298180,14e7
3025,Journey to Saturn,2008,Denmark,90,Danish,Not Rated,NA,NA
3026,Journey to the Center of the Earth,2008,USA,93,English,PG,101702060,45e6
3027,Jumper,2008,USA,88,English,PG-13,80170146,85e6
3028,Kit Kittredge: An American Girl,2008,USA,101,English,G,17655201,1e7
3029,Kung Fu Panda,2008,USA,92,English,PG,215395021,13e7
3030,Lake Mungo,2008,Australia,89,English,R,NA,14e5
3031,Lakeview Terrace,2008,USA,110,English,PG-13,39263506,22e6
3032,Leatherheads,2008,USA,114,English,PG-13,31199215,58e6
3033,"Lovely, Still",2008,USA,90,English,PG,124720,5e6
3034,Mad Money,2008,USA,104,English,PG-13,20668843,22e6
3035,Madagascar: Escape 2 Africa,2008,USA,89,English,PG,179982968,15e7
3036,Made of Honor,2008,USA,101,English,PG-13,46012734,4e7
3037,Mamma Mia!,2008,USA,108,English,PG-13,143704210,52e6
3038,Man on Wire,2008,UK,90,English,PG-13,2957978,1e6
3039,Marley & Me,2008,USA,115,English,PG,143151473,6e7
3040,Max Payne,2008,Canada,103,English,PG-13,40687294,35e6
3041,Me and Orson Welles,2008,UK,107,English,PG-13,1186957,25e6
3042,Meet Dave,2008,USA,90,English,PG,11802056,6e7
3043,Meet the Spartans,2008,USA,86,English,PG-13,38232624,3e7
3044,Milk,2008,USA,128,English,R,31838002,2e7
3045,Miracle at St. Anna,2008,USA,160,English,R,7916887,45e6
3046,Mirrors,2008,USA,112,English,R,30691439,35e6
3047,My Best Friend's Girl,2008,USA,112,English,R,19151864,4e7
3048,Never Back Down,2008,USA,110,English,PG-13,24848292,2e7
3049,Nick and Norah's Infinite Playlist,2008,USA,90,English,PG-13,31487293,9e6
3050,Nim's Island,2008,USA,96,English,PG,48006503,37e6
3051,No Man's Land: The Rise of Reeker,2008,USA,88,English,R,NA,2e6
3052,One Missed Call,2008,Japan,87,English,PG-13,26876529,27e6
3053,Ong-bak 2,2008,Thailand,110,Thai,R,102055,3e8
3054,Over Her Dead Body,2008,USA,95,English,PG-13,7563670,1e7
3055,Passchendaele,2008,Canada,114,English,R,NA,2e7
3056,Pathology,2008,USA,95,English,R,108662,8e6
3057,Pineapple Express,2008,USA,117,English,R,87341380,27e6
3058,Pontypool,2008,Canada,95,English,Not Rated,3478,15e5
3059,Ponyo,2008,Japan,101,Japanese,G,15081783,34e6
3060,Pride and Glory,2008,USA,130,English,R,15709385,3e7
3061,Prom Night,2008,USA,89,English,PG-13,43818159,2e7
3062,Punisher: War Zone,2008,USA,103,English,R,7948159,35e6
3063,Quantum of Solace,2008,UK,106,English,PG-13,168368427,2e8
3064,Quarantine,2008,USA,89,English,R,31691811,12e6
3065,Rachel Getting Married,2008,USA,113,English,R,12796277,NA
3066,Red Cliff,2008,China,150,Mandarin,R,626809,553632e3
3067,Redbelt,2008,USA,99,English,R,2344847,7e6
3068,Religulous,2008,USA,101,English,R,12995673,25e5
3069,Repo! The Genetic Opera,2008,USA,150,English,R,140244,85e5
3070,Revolutionary Road,2008,USA,119,English,R,22877808,35e6
3071,Righteous Kill,2008,USA,101,English,R,40076438,6e7
3072,Roadside Romeo,2008,India,93,Hindi,PG,55202,NA
3073,RocknRolla,2008,UK,114,English,R,5694401,18e6
3074,Role Models,2008,Germany,101,English,R,67266300,28e6
3075,Saw V,2008,USA,95,English,R,56729973,108e5
3076,Semi-Pro,2008,USA,99,English,R,33472850,55e6
3077,Seven Pounds,2008,USA,123,English,PG-13,69951824,55e6
3078,Sex Drive,2008,USA,129,English,R,8396942,19e6
3079,Shine a Light,2008,USA,122,English,PG-13,5355376,NA
3080,Shutter,2008,USA,90,English,PG-13,25926543,8e6
3081,Sleep Dealer,2008,USA,90,Spanish,PG-13,75727,25e5
3082,Slumdog Millionaire,2008,UK,120,English,R,141319195,15e6
3083,Soul Men,2008,USA,100,English,R,12081447,NA
3084,Space Chimps,2008,USA,81,English,G,30105968,37e6
3085,Speed Racer,2008,USA,135,English,PG,43929341,12e7
3086,Standard Operating Procedure,2008,USA,118,English,R,228830,NA
3087,Stargate: The Ark of Truth,2008,USA,97,English,NA,NA,NA
3088,Step Brothers,2008,USA,106,English,R,100468793,65e6
3089,Step Up 2: The Streets,2008,USA,98,English,PG-13,58006147,23e6
3090,Stop-Loss,2008,USA,112,English,R,10911750,25e6
3091,Strange Wilderness,2008,USA,87,English,R,6563357,2e7
3092,Street Kings,2008,USA,109,English,R,26415649,2e7
3093,Sunday School Musical,2008,USA,93,English,G,NA,NA
3094,Sunshine Cleaning,2008,USA,91,English,R,12055108,8e6
3095,Superhero Movie,2008,USA,82,English,PG-13,25871834,35e6
3096,"Surfer, Dude",2008,USA,85,English,R,36497,6e6
3097,Swing Vote,2008,USA,120,English,PG-13,16284360,21e6
3098,"Synecdoche, New York",2008,USA,124,English,R,3081925,21e6
3099,Taken,2008,France,93,English,PG-13,145000989,25e6
3100,The Baader Meinhof Complex,2008,Germany,184,German,R,476270,2e7
3101,The Bank Job,2008,UK,111,English,R,30028592,2e7
3102,The Betrayed,2008,USA,98,English,NA,NA,35e5
3103,The Boy in the Striped Pajamas,2008,UK,94,English,PG-13,9030581,125e5
3104,The Brothers Bloom,2008,USA,114,English,PG-13,3519627,2e7
3105,The Children of Huang Shi,2008,Australia,125,English,R,1027749,4e7
3106,The Chronicles of Narnia: Prince Caspian,2008,USA,150,English,PG,141614023,225e6
3107,The Class,2008,France,128,French,PG-13,3766595,NA
3108,The Cottage,2008,UK,92,English,Unrated,NA,25e5
3109,The Curious Case of Benjamin Button,2008,USA,166,English,PG-13,127490802,15e7
3110,The Dark Knight,2008,USA,152,English,PG-13,533316061,185e6
3111,The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785,8e7
3112,The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785,8e7
3113,The Duchess,2008,UK,110,English,PG-13,13823741,135e5
3114,The Express,2008,USA,130,English,PG,9589875,4e7
3115,The Eye,2008,USA,92,English,PG-13,31397498,12e6
3116,The Forbidden Kingdom,2008,USA,104,English,PG-13,25040293,55e6
3117,"The Good, the Bad, the Weird",2008,South Korea,135,Korean,R,128486,1e7
3118,The Happening,2008,USA,91,English,R,64505912,48e6
3119,The Haunting of Molly Hartley,2008,USA,82,English,PG-13,13350177,5e6
3120,The House Bunny,2008,USA,97,English,PG-13,48237389,25e6
3121,The Hurt Locker,2008,USA,131,English,R,15700000,15e6
3122,The Incredible Hulk,2008,USA,135,English,PG-13,134518390,15e7
3123,The Informers,2008,Germany,98,English,R,NA,18e6
3124,The Longshots,2008,USA,94,English,PG,11508423,23e6
3125,The Love Guru,2008,USA,87,English,PG-13,32178777,62e6
3126,The Lucky Ones,2008,USA,115,English,R,183088,15e6
3127,The Midnight Meat Train,2008,USA,103,English,R,73548,15e6
3128,The Mummy: Tomb of the Dragon Emperor,2008,USA,112,English,PG-13,102176165,145e6
3129,The Other Boleyn Girl,2008,UK,115,English,PG-13,26814957,35e6
3130,The Other End of the Line,2008,UK,106,English,PG-13,115504,14e6
3131,The Oxford Murders,2008,Spain,104,English,R,3607,1e7
3132,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,USA,85,English,G,12701880,15e6
3133,The Poker House,2008,USA,93,English,R,NA,NA
3134,The Reader,2008,USA,124,English,R,34180954,32e6
3135,The Rocker,2008,USA,102,English,PG-13,6409206,15e6
3136,The Ruins,2008,USA,93,English,R,17427926,8e6
3137,The Secret Life of Bees,2008,USA,110,English,PG-13,37766350,11e6
3138,The Sisterhood of the Traveling Pants 2,2008,USA,119,English,PG-13,44087387,NA
3139,The Spiderwick Chronicles,2008,USA,107,English,PG,71148699,9e7
3140,The Spirit,2008,USA,103,English,PG-13,19781879,6e7
3141,The Tale of Despereaux,2008,UK,93,English,G,50818750,6e7
3142,The Wackness,2008,USA,99,English,R,2077046,6e6
3143,The Wave,2008,Germany,107,German,NA,NA,5e6
3144,The Women,2008,USA,114,English,PG-13,26896744,165e5
3145,The Wrestler,2008,USA,109,English,R,26236603,6e6
3146,The X Files: I Want to Believe,2008,USA,108,English,PG-13,20981633,3e7
3147,The Yellow Handkerchief,2008,USA,102,English,PG-13,317040,155e5
3148,Three Kingdoms: Resurrection of the Dragon,2008,China,102,Mandarin,R,NA,25e6
3149,Train,2008,USA,94,English,R,NA,NA
3150,Transsiberian,2008,Spain,111,English,R,2203641,15e6
3151,Tropic Thunder,2008,USA,121,English,R,110416702,92e6
3152,Trucker,2008,USA,90,English,R,52166,2e6
3153,Twilight,2008,USA,122,English,PG-13,191449475,37e6
3154,Twilight,2008,USA,122,English,PG-13,191449475,37e6
3155,Two Lovers,2008,USA,110,English,R,3148482,12e6
3156,Untraceable,2008,USA,101,English,R,28687835,35e6
3157,Valkyrie,2008,USA,121,English,PG-13,83077470,75e6
3158,Vantage Point,2008,USA,90,English,PG-13,72266306,4e7
3159,Vicky Cristina Barcelona,2008,Spain,96,English,PG-13,23213577,155e5
3160,W.,2008,USA,129,English,PG-13,25517500,251e5
3161,WALL·E,2008,USA,98,English,G,223806889,18e7
3162,Waltz with Bashir,2008,Israel,90,Hebrew,R,2283276,15e5
3163,Wanted,2008,USA,110,English,R,134568845,75e6
3164,"War, Inc.",2008,USA,107,English,R,578527,1e7
3165,"Welcome Home, Roscoe Jenkins",2008,USA,114,English,PG-13,42168445,35e6
3166,Welcome to the Sticks,2008,France,106,French,NA,NA,11e6
3167,Wendy and Lucy,2008,USA,80,English,R,856942,2e5
3168,What Happens in Vegas,2008,USA,101,English,PG-13,80276912,35e6
3169,What Just Happened,2008,USA,104,English,R,1089365,25e6
3170,Winter in Wartime,2008,Netherlands,103,Dutch,R,542860,4e6
3171,Witless Protection,2008,USA,97,English,PG-13,4131640,75e5
3172,Yes Man,2008,USA,104,English,PG-13,97680195,7e7
3173,Yesterday Was a Lie,2008,USA,89,English,PG,NA,25e5
3174,You Don't Mess with the Zohan,2008,USA,113,English,PG-13,100018837,9e7
3175,Zack and Miri Make a Porno,2008,USA,101,English,R,31452765,24e6
3176,[Rec] 2,2009,Spain,85,Spanish,R,27024,56e5
3177,12 Rounds,2009,USA,108,English,PG-13,12232937,22e6
3178,16 to Life,2009,USA,89,English,NA,NA,1e6
3179,17 Again,2009,USA,102,English,PG-13,64149837,2e7
3180,2:13,2009,USA,96,English,NA,NA,35e5
3181,2012,2009,USA,158,English,PG-13,166112167,2e8
3182,500 Days of Summer,2009,USA,95,English,PG-13,32391374,75e5
3183,9,2009,USA,79,English,PG-13,31743332,3e7
3184,A Christmas Carol,2009,USA,96,English,PG,137850096,2e8
3185,A Perfect Getaway,2009,USA,108,English,R,15483540,14e6
3186,A Serious Man,2009,USA,106,English,R,9190525,7e6
3187,A Shine of Rainbows,2009,Canada,101,English,PG,NA,6e6
3188,A Single Man,2009,USA,99,English,R,9166863,7e6
3189,"A Woman, a Gun and a Noodle Shop",2009,China,95,Mandarin,R,190666,NA
3190,"A Woman, a Gun and a Noodle Shop",2009,China,95,Mandarin,R,190666,NA
3191,Adam,2009,USA,99,English,PG-13,2277396,NA
3192,Adventureland,2009,USA,107,English,R,16025394,NA
3193,After.Life,2009,USA,104,English,R,108229,45e5
3194,Agora,2009,Spain,141,English,R,617840,7e7
3195,Ajami,2009,Germany,124,Arabic,NA,621240,NA
3196,Aliens in the Attic,2009,USA,86,English,PG,25200412,45e6
3197,All About Steve,2009,USA,99,English,PG-13,33860010,15e6
3198,Alvin and the Chipmunks: The Squeakquel,2009,USA,88,English,PG,219613391,75e6
3199,An Education,2009,UK,100,English,PG-13,12574715,45e5
3200,Angels & Demons,2009,USA,146,English,PG-13,133375846,15e7
3201,Armored,2009,USA,88,English,PG-13,15988876,27e6
3202,Astro Boy,2009,Hong Kong,94,English,PG,19548064,65e6
3203,Avatar,2009,USA,178,English,PG-13,760505847,237e6
3204,Away We Go,2009,USA,98,English,R,9430988,17e6
3205,B-Girl,2009,USA,88,English,PG-13,NA,NA
3206,Bad Lieutenant: Port of Call New Orleans,2009,USA,122,English,R,1697956,2e7
3207,Bandslam,2009,USA,111,English,PG,5205343,2e7
3208,Black Water Transit,2009,USA,NA,English,NA,NA,23e6
3209,Bled,2009,USA,95,English,R,NA,75e4
3210,Bodyguards and Assassins,2009,China,139,Mandarin,NA,NA,23e6
3211,Bran Nue Dae,2009,Australia,88,English,PG-13,110029,65e5
3212,Breaking Upwards,2009,USA,88,English,NA,76382,15e3
3213,Bride Wars,2009,USA,89,English,PG,58715510,3e7
3214,Bright Star,2009,UK,119,English,PG,4440055,85e5
3215,Brooklyn's Finest,2009,USA,132,English,R,27154426,17e6
3216,Brothers,2009,USA,105,English,R,28501651,26e6
3217,Brothers,2009,USA,105,English,R,28501651,26e6
3218,Brüno,2009,USA,81,English,R,59992760,42e6
3219,Capitalism: A Love Story,2009,USA,105,English,R,14359793,NA
3220,Cargo,2009,Switzerland,112,German,NA,NA,45e5
3221,Carriers,2009,USA,84,English,PG-13,90820,NA
3222,Case 39,2009,USA,109,English,R,13248477,27e6
3223,Chain Letter,2009,USA,88,English,R,143000,5e6
3224,Chéri,2009,UK,100,English,R,2708188,23e6
3225,Chicago Overcoat,2009,USA,94,English,R,NA,3e6
3226,Chloe,2009,USA,96,English,R,3074838,11e6
3227,Cirque du Freak: The Vampire's Assistant,2009,USA,109,English,PG-13,13838130,4e7
3228,City Island,2009,USA,104,English,PG-13,6670712,6e6
3229,City of Life and Death,2009,China,132,Mandarin,R,119922,12e6
3230,Cloudy with a Chance of Meatballs,2009,USA,90,English,PG,124870275,1e8
3231,Coco Before Chanel,2009,France,111,French,PG-13,6109075,1943e4
3232,Coraline,2009,USA,100,English,PG,75280058,6e7
3233,Couples Retreat,2009,USA,113,English,PG-13,109176215,6e7
3234,Crank: High Voltage,2009,USA,96,English,R,13630226,2e7
3235,Crazy Heart,2009,USA,112,English,R,39462438,7e6
3236,Crying with Laughter,2009,UK,93,English,NA,NA,NA
3237,Dance Flick,2009,USA,88,English,PG-13,25615792,25e6
3238,Daybreakers,2009,Australia,98,English,R,29975979,2e7
3239,Dead Like Me: Life After Death,2009,USA,87,English,R,NA,5e6
3240,Dead Snow,2009,Norway,91,Norwegian,Not Rated,41709,8e5
3241,Defendor,2009,Canada,95,English,R,37606,35e5
3242,Did You Hear About the Morgans?,2009,USA,103,English,PG-13,29580087,58e6
3243,District 9,2009,South Africa,112,English,R,115646235,3e7
3244,Dogtooth,2009,Greece,94,Greek,Unrated,110197,NA
3245,Don McKay,2009,USA,87,English,R,NA,NA
